"","Participant","Item","Rating","CategoryType"
"422","5e249775e8ff3a7159953291","Tiger",1,"Natural"
"423","5e249775e8ff3a7159953291","Fork",6,"Artifact"
"424","5e249775e8ff3a7159953291","Scientist",2,"Value"
"425","5e249775e8ff3a7159953291","Helium",1,"Natural"
"426","5e249775e8ff3a7159953291","Kettle",1,"Artifact"
"427","5e249775e8ff3a7159953291","Square",1,"Definite"
"428","5e249775e8ff3a7159953291","Mentor",1,"Value"
"429","5e249775e8ff3a7159953291","Zebra",1,"Natural"
"430","5e249775e8ff3a7159953291","Chair",1,"Artifact"
"431","5e249775e8ff3a7159953291","Argument",5,"Value"
"432","5e249775e8ff3a7159953291","Raccoon",1,"Natural"
"433","5e249775e8ff3a7159953291","Razor",1,"Artifact"
"434","5e249775e8ff3a7159953291","Artist",6,"Value"
