"","Participant","Item","Selection","CategoryType"
"320","5c38dab0f0ae4c00011238c1","Artist","Both","Value"
"321","5c38dab0f0ae4c00011238c1","Harpoon","Both","Artifact"
"322","5c38dab0f0ae4c00011238c1","Minister","Both","Value"
"323","5c38dab0f0ae4c00011238c1","Gold","Both","Natural"
"324","5c38dab0f0ae4c00011238c1","Shovel","Both","Artifact"
"325","5bc0cacb228a7600013cf77e","Water","Both","Natural"
"326","5bc0cacb228a7600013cf77e","Heavy.Metal","Both","Value"
"327","5bc0cacb228a7600013cf77e","Tiger","Both","Natural"
"328","5bc0cacb228a7600013cf77e","Fork","Both","Artifact"
"329","5bc0cacb228a7600013cf77e","Scientist","Both","Value"
"330","5bc0cacb228a7600013cf77e","Helium","Both","Natural"
"331","5bc0cacb228a7600013cf77e","Kettle","Both","Artifact"
"332","5bc0cacb228a7600013cf77e","Mentor","Both","Value"
"333","5bc0cacb228a7600013cf77e","Zebra","Both","Natural"
"334","5bc0cacb228a7600013cf77e","Chair","Both","Artifact"
"335","5bc0cacb228a7600013cf77e","Argument","Both","Value"
"336","5bc0cacb228a7600013cf77e","Raccoon","Both","Natural"
"337","5bc0cacb228a7600013cf77e","Razor","Both","Artifact"
"338","5bc0cacb228a7600013cf77e","Artist","Both","Value"
"339","5bc0cacb228a7600013cf77e","Harpoon","Both","Artifact"
"340","5bc0cacb228a7600013cf77e","Minister","Both","Value"
"341","5bc0cacb228a7600013cf77e","Gold","Both","Natural"
"342","5bc0cacb228a7600013cf77e","Shovel","Both","Artifact"
"343","60fd2a06fcc9e802dd5fd7b7","Water","Both","Natural"
"344","60fd2a06fcc9e802dd5fd7b7","Heavy.Metal","Both","Value"
"345","60fd2a06fcc9e802dd5fd7b7","Tiger","Both","Natural"
"346","60fd2a06fcc9e802dd5fd7b7","Fork","Both","Artifact"
"347","60fd2a06fcc9e802dd5fd7b7","Scientist","Both","Value"
"348","60fd2a06fcc9e802dd5fd7b7","Helium","Both","Natural"
"349","60fd2a06fcc9e802dd5fd7b7","Kettle","Both","Artifact"
"350","60fd2a06fcc9e802dd5fd7b7","Mentor","Both","Value"
"351","60fd2a06fcc9e802dd5fd7b7","Zebra","Both","Natural"
"352","60fd2a06fcc9e802dd5fd7b7","Chair","Both","Artifact"
"353","60fd2a06fcc9e802dd5fd7b7","Argument","Both","Value"
"354","60fd2a06fcc9e802dd5fd7b7","Raccoon","Both","Natural"
"355","60fd2a06fcc9e802dd5fd7b7","Razor","Both","Artifact"
"356","60fd2a06fcc9e802dd5fd7b7","Artist","Both","Value"
"357","60fd2a06fcc9e802dd5fd7b7","Harpoon","Both","Artifact"
"358","60fd2a06fcc9e802dd5fd7b7","Minister","Both","Value"
"359","60fd2a06fcc9e802dd5fd7b7","Gold","Both","Natural"
"360","60fd2a06fcc9e802dd5fd7b7","Shovel","Both","Artifact"
"361","5db6fa3b20430d000d2eb752","Water","Is not","Natural"
"362","5db6fa3b20430d000d2eb752","Heavy.Metal","Both","Value"
"363","5db6fa3b20430d000d2eb752","Tiger","Is not","Natural"
"364","5db6fa3b20430d000d2eb752","Fork","Both","Artifact"
"365","5db6fa3b20430d000d2eb752","Scientist","Both","Value"
"366","5db6fa3b20430d000d2eb752","Helium","Is not","Natural"
"367","5db6fa3b20430d000d2eb752","Kettle","Is not","Artifact"
"368","5db6fa3b20430d000d2eb752","Mentor","Both","Value"
"369","5db6fa3b20430d000d2eb752","Zebra","Is not","Natural"
"370","5db6fa3b20430d000d2eb752","Chair","Is not","Artifact"
"371","5db6fa3b20430d000d2eb752","Argument","Both","Value"
"372","5db6fa3b20430d000d2eb752","Raccoon","Is not","Natural"
"373","5db6fa3b20430d000d2eb752","Razor","Is not","Artifact"
"374","5db6fa3b20430d000d2eb752","Artist","Is","Value"
"375","5db6fa3b20430d000d2eb752","Harpoon","Is not","Artifact"
"376","5db6fa3b20430d000d2eb752","Minister","Is","Value"
"377","5db6fa3b20430d000d2eb752","Gold","Is not","Natural"
"378","5db6fa3b20430d000d2eb752","Shovel","Both","Artifact"
"379","5c85883136f2450001c86ba9","Water","Both","Natural"
"380","5c85883136f2450001c86ba9","Heavy.Metal","Both","Value"
"381","5c85883136f2450001c86ba9","Tiger","Both","Natural"
"382","5c85883136f2450001c86ba9","Fork","Both","Artifact"
"383","5c85883136f2450001c86ba9","Scientist","Both","Value"
"384","5c85883136f2450001c86ba9","Helium","Both","Natural"
"385","5c85883136f2450001c86ba9","Kettle","Both","Artifact"
"386","5c85883136f2450001c86ba9","Mentor","Both","Value"
"387","5c85883136f2450001c86ba9","Zebra","Both","Natural"
"388","5c85883136f2450001c86ba9","Chair","Both","Artifact"
"389","5c85883136f2450001c86ba9","Argument","Both","Value"
"390","5c85883136f2450001c86ba9","Raccoon","Both","Natural"
"391","5c85883136f2450001c86ba9","Razor","Both","Artifact"
"392","5c85883136f2450001c86ba9","Artist","Both","Value"
"393","5c85883136f2450001c86ba9","Harpoon","Both","Artifact"
"394","5c85883136f2450001c86ba9","Minister","Both","Value"
"395","5c85883136f2450001c86ba9","Gold","Both","Natural"
"396","5c85883136f2450001c86ba9","Shovel","Both","Artifact"
"397","606aa384e190cbb5947ed6ae","Water","Both","Natural"
"398","606aa384e190cbb5947ed6ae","Heavy.Metal","Both","Value"
"399","606aa384e190cbb5947ed6ae","Tiger","Both","Natural"
"400","606aa384e190cbb5947ed6ae","Fork","Both","Artifact"
"401","606aa384e190cbb5947ed6ae","Scientist","Both","Value"
"402","606aa384e190cbb5947ed6ae","Helium","Both","Natural"
"403","606aa384e190cbb5947ed6ae","Kettle","Both","Artifact"
"404","606aa384e190cbb5947ed6ae","Mentor","Both","Value"
"405","606aa384e190cbb5947ed6ae","Zebra","Both","Natural"
"406","606aa384e190cbb5947ed6ae","Chair","Both","Artifact"
"407","606aa384e190cbb5947ed6ae","Argument","Both","Value"
"408","606aa384e190cbb5947ed6ae","Raccoon","Both","Natural"
"409","606aa384e190cbb5947ed6ae","Razor","Both","Artifact"
"410","606aa384e190cbb5947ed6ae","Artist","Both","Value"
"411","606aa384e190cbb5947ed6ae","Harpoon","Both","Artifact"
"412","606aa384e190cbb5947ed6ae","Minister","Both","Value"
